Date,Open,High,Low,Close,Volume
16/06/2026 15:30:00,1023.8,1026.55,1007.4,1015.3,9693677
17/06/2026 15:30:00,1017,1028.1,1013.45,1026.5,8190062
18/06/2026 15:30:00,1027.9,1045.7,1024.45,1042.7,11048009
19/06/2026 15:30:00,1042,1042,1029.3,1035.1,9099878
22/06/2026 15:30:00,1038,1043,1033.6,1040.75,6209440
23/06/2026 15:30:00,1041,1045.5,1022.35,1024.2,10411004
24/06/2026 15:30:00,1024,1044.5,1020.5,1034.6,11724076
25/06/2026 15:30:00,1040,1055.4,1038.55,1045.4,16002360
29/06/2026 15:30:00,1044.45,1046.4,1030.85,1036.1,16818246
30/06/2026 15:30:00,1040,1044,1025.05,1026.9,11161643
01/07/2026 15:30:00,1031,1049.9,1025.5,1047.4,6295315
02/07/2026 15:30:00,1050.9,1059.8,1045,1051.6,14682790
03/07/2026 15:30:00,1055,1057,1034.5,1040,10441493
06/07/2026 15:30:00,1041.9,1048.4,1036.5,1037.7,8761017
07/07/2026 15:30:00,1039.3,1049.6,1035.5,1038.1,11053574
08/07/2026 15:30:00,1029.6,1038.3,1011.7,1016.9,14141694
09/07/2026 15:30:00,1019.8,1031.7,1019.3,1022.1,7661699
10/07/2026 15:30:00,1029.5,1047.8,1023.5,1036,8792150
13/07/2026 15:30:00,1023.5,1042.9,1022.1,1037,8381510
14/07/2026 15:30:00,1033.3,1033.7,1011.4,1015.4,11562326
15/07/2026 15:30:00,1015.5,1036,1013.7,1030.1,14275394
16/07/2026 15:30:00,1030.1,1036,1027.3,1031.2,7708316
17/07/2026 15:30:00,1030.6,1048,1028.3,1044.3,8452780
20/07/2026 15:30:00,1041.6,1065,1038.3,1060,16540411
21/07/2026 15:30:00,1056.2,1067,1042.8,1044.4,10514887
22/07/2026 15:30:00,1044.4,1044.4,1019.2,1025,11227214
23/07/2026 15:30:00,1022,1023.1,1006.5,1012.6,8910230
24/07/2026 15:30:00,1006,1017.8,1000.8,1015,13797053
27/07/2026 15:30:00,1020.3,1023.7,1015.9,1020.6,6093002
28/07/2026 15:30:00,1018,1022,1008.3,1013.2,9873370
29/07/2026 15:30:00,1020,1020.2,1012,1013.7,4792964
30/07/2026 15:30:00,1013.5,1028.3,1007.6,1025.3,6847458
31/07/2026 15:30:00,1028.1,1034.3,1023.5,1027.4,10921417
03/08/2026 15:30:00,1035,1051.5,1031.6,1045,10507450
04/08/2026 15:30:00,1047.6,1047.6,1030.9,1042.7,8544184
05/08/2026 15:30:00,1043,1055,1040.3,1055,8707119
06/08/2026 15:30:00,1052.5,1088.1,1052.5,1085,13822265
07/08/2026 15:30:00,1080.1,1124.5,1075.7,1097.2,29410622
10/08/2026 15:30:00,1108,1113.3,1068.6,1071,16623448
11/08/2026 15:30:00,1071,1071,1060.4,1066,9456913
12/08/2026 15:30:00,1066,1085.5,1066,1082,17673922
13/08/2026 15:30:00,1083,1086.8,1073,1083,9502483
14/08/2026 15:30:00,1082,1082,1065.1,1067.7,6273501
17/08/2026 15:30:00,1064.2,1068.8,1052.4,1061.2,7039473
18/08/2026 15:30:00,1059.6,1067.7,1053,1053,5583771
19/08/2026 15:30:00,1053.2,1054.8,1041.4,1048.6,7182636
20/08/2026 15:30:00,1052.9,1052.9,1045.7,1048,5879949
21/08/2026 15:30:00,1052.7,1054.7,1040.1,1048.7,6534213
24/08/2026 15:30:00,1047.9,1047.9,1032.1,1039.5,8868193
25/08/2026 15:30:00,1036,1048,1031.3,1048,9982723
26/08/2026 15:30:00,1051.4,1062.3,1051.2,1052,5858099
