Date,Open,High,Low,Close,Volume
27/11/2025 15:30:00,392.4,399.95,391.5,392.05,7412732
28/11/2025 15:30:00,392.2,393.95,389.4,390.1,3760769
01/12/2025 15:30:00,390.65,393,386.7,389.75,3420680
02/12/2025 15:30:00,387.1,389.15,385.9,388.45,3302460
03/12/2025 15:30:00,387.2,389.1,382.3,383.65,3885600
04/12/2025 15:30:00,383.6,386.85,382,384.45,3786100
05/12/2025 15:30:00,385,386,380.55,384.5,5332479
08/12/2025 15:30:00,383.2,385.25,372.3,374.15,7008862
09/12/2025 15:30:00,373.5,378.35,369.8,376.25,2822828
10/12/2025 15:30:00,376.75,382.4,376.5,379.85,4914788
11/12/2025 15:30:00,379.85,382.25,376.2,380.15,3985013
12/12/2025 15:30:00,382.1,383.6,379.8,381.95,6778054
15/12/2025 15:30:00,380,382.4,378,381.65,3359948
16/12/2025 15:30:00,381.65,381.9,378.2,379.85,2682924
17/12/2025 15:30:00,379.85,383.3,377.3,378.55,2168123
18/12/2025 15:30:00,377.5,377.65,373,374.95,3323975
19/12/2025 15:30:00,375.05,381.45,373.5,380.55,3882916
22/12/2025 15:30:00,381,382.7,380,380.8,3280837
23/12/2025 15:30:00,380.8,383.5,380.5,382.2,2330687
24/12/2025 15:30:00,382.2,383.7,379,379.7,5215726
26/12/2025 15:30:00,378.9,381.9,378.1,379.55,2459099
29/12/2025 15:30:00,379,380.3,375.15,376.2,2379612
30/12/2025 15:30:00,376.05,376.9,372.7,374.35,1675136
31/12/2025 15:30:00,375,380.75,374.8,379.6,2075846
01/01/2026 15:30:00,380,382.25,379,381.85,1798707
02/01/2026 15:30:00,381.85,393.65,381.25,393.1,13045325
05/01/2026 15:30:00,392.5,393,387.3,388.85,3966735
06/01/2026 15:30:00,388.85,390.45,384.75,386.5,3689482
07/01/2026 15:30:00,386.6,387.9,379,380.75,4136188
08/01/2026 15:30:00,380.15,381.85,373.05,374.2,3791372
09/01/2026 15:30:00,373,374,362.95,364.8,5875179
12/01/2026 15:30:00,364.8,371.35,360.1,370.6,5589564
13/01/2026 15:30:00,370.6,372.2,365.15,368.45,3242292
14/01/2026 15:30:00,366.4,370,366.3,367.4,3084937
16/01/2026 15:30:00,368,372.35,364.2,366.1,3726735
19/01/2026 15:30:00,366.1,368.7,362,363.2,2283012
20/01/2026 15:30:00,362.45,364.15,351.1,352.95,3143726
21/01/2026 15:30:00,351.95,353.6,346.5,349.35,4066338
22/01/2026 15:30:00,351,354.95,349.8,353.3,3432952
23/01/2026 15:30:00,355,355,344.1,345.25,3122016
27/01/2026 15:30:00,345.7,349.95,342.5,347.75,3960617
28/01/2026 15:30:00,349,355.9,348.7,355.05,6892969
29/01/2026 15:30:00,357.4,367.5,356.5,366.45,4356054
30/01/2026 15:30:00,366,367,360.1,366.3,5917250
02/02/2026 15:30:00,355,360.55,348.4,358.8,3274185
03/02/2026 15:30:00,367.3,371.6,364,365.1,3756665
04/02/2026 15:30:00,365.1,372.25,363.6,371.55,4215317
05/02/2026 15:30:00,363,366.75,360.7,364.5,5457078
06/02/2026 15:30:00,364.4,366.55,361,365.95,2245318
09/02/2026 15:30:00,367,369.1,365.1,368.7,2824091
10/02/2026 15:30:00,369,370.4,367.65,369.95,1910161
11/02/2026 15:30:00,370.15,377.4,366.65,375.65,3457996
12/02/2026 15:30:00,376.2,381.5,371.5,380.55,6063960
